                                                movie        year  timeMin  imdb    metascore      votes us_grossMillions
5                           Touch of Evil      (1958)   95 min   8.0   99          103,218           $2.24M
6                     Beasts of No Nation      (2015)  137 min   7.7   79           79,872           $0.08M
7                               Shershaah      (2021)  135 min   8.9            0  115,910                -
8                Kubo and the Two Strings      (2016)  101 min   7.8   84          126,543          $48.02M
9                               Notorious      (1946)  102 min   7.9  100           99,532          $10.46M
10                      Perfect Strangers      (2016)   96 min   7.7            0   63,635                -
11                               Nebraska      (2013)  115 min   7.7   87          116,944          $17.65M
12                            Waking Life      (2001)   99 min   7.7   83           63,464           $2.89M
13                  A Man for All Seasons      (1966)  120 min   7.7   72           34,111          $28.35M
14                      A Christmas Story      (1983)   93 min   8.0   77          145,995          $20.61M
15                             Breathless      (1960)   90 min   7.7            0   79,457           $0.34M
16                     Three Colors: Blue      (1993)   94 min   7.9   85           99,526           $1.32M
17                              United 93      (2006)  111 min   7.6   90          105,305          $31.57M
18                        Bicycle Thieves      (1948)   89 min   8.3            0  160,056           $0.33M
19                        Good Bye Lenin!      (2003)  121 min   7.7   68          144,432           $4.06M
20                         Happy Together      (1997)   96 min   7.7   70           27,840           $0.19M
21                  Cat on a Hot Tin Roof      (1958)  108 min   8.0   84           48,668          $17.57M
22  The Discreet Charm of the Bourgeoisie      (1972)  102 min   7.8   93           42,214           $0.20M
23                         The Sea Inside  (I) (2004)  126 min   8.0   74           81,013           $2.09M
24                          The 400 Blows      (1959)   99 min   8.1            0  114,946             #240
25                                 Mirror      (1975)  107 min   8.0   80           45,267           $0.18M
26       The Treasure of the Sierra Madre      (1948)  126 min   8.2   98          122,551           $5.01M
27                                  Pride  (I) (2014)  119 min   7.8   79           55,503                -
28                                Sabrina      (1954)  113 min   7.6   72           63,805                -
29              Hedwig and the Angry Inch      (2001)   95 min   7.7   85           35,213           $3.03M
30                       Cries & Whispers      (1972)   91 min   8.0            0   33,475           $1.74M
31                          The Big Sleep      (1946)  114 min   7.9            0   84,278           $6.54M
32                  Miracle in Cell No. 7      (2019)  132 min   8.2            0   46,555                -
33                   Whisper of the Heart      (1995)  111 min   7.9   75           60,046                -
34                       Fantastic Planet      (1973)   72 min   7.7   73           29,973           $0.19M
35              The Man Who Would Be King      (1975)  129 min   7.8   91           48,255                -
36                     Gangs of Wasseypur      (2012)  321 min   8.2   89           93,344                -
37                       Infernal Affairs      (2002)  101 min   8.0   75          123,178           $0.17M
38                            Porco Rosso      (1992)   94 min   7.7   83           86,641                -
39                              Manhattan      (1979)   96 min   7.9   83          138,523          $45.70M
40                               Fantasia      (1940)  125 min   7.7   96           94,269          $76.41M
41                 A Very Long Engagement      (2004)  133 min   7.6   76           73,376           $6.17M
42                             The Chaser      (2008)  125 min   7.8   64           64,541                -
43                   The Man from Nowhere      (2010)  119 min   7.7            0   68,246           $0.01M
44                            Dersu Uzala      (1975)  142 min   8.2            0   27,875             #231
45               The Manchurian Candidate      (1962)  126 min   7.9   94           74,707                -
46                     Once Were Warriors      (1994)  102 min   7.9   77           33,787           $2.20M
47                           Frankenstein      (1931)   70 min   7.8   91           70,796                -
48                                   Zulu      (1964)  138 min   7.7   77           38,651                -
49                 The Philadelphia Story      (1940)  112 min   7.9   96           68,115                -                                movie    year  timeMin  imdb    metascore    votes us_grossMillions
0                        Lilya 4-Ever  (2002)  109 min   7.8   82           45,125           $0.18M
1                  The Legend of 1900  (1998)  169 min   8.0   58           63,112           $0.26M
2                          Short Cuts  (1993)  188 min   7.7   79           44,433           $6.11M
3                         Le Samouraï  (1967)  101 min   8.0            0   50,222           $0.04M
4                    The White Ribbon  (2009)  144 min   7.8   82           72,625           $2.22M
5                Strangers on a Train  (1951)  101 min   7.9   88          131,838           $7.63M
6                 Anatomy of a Murder  (1959)  161 min   8.0   95           65,179          $11.90M
7                        High and Low  (1963)  143 min   8.4            0   42,309              #92
8                           Nashville  (1975)  160 min   7.7   96           25,906          $14.82M
9                  Children of Heaven  (1997)   89 min   8.2   77           73,136           $0.93M
10       Mr. Smith Goes to Washington  (1939)  129 min   8.1   73          113,922           $9.60M
11                       The Salesman  (2016)  124 min   7.7   85           59,375           $2.40M
12                          Leviathan  (2014)  140 min   7.6   92           52,766           $1.09M
13         You Can't Take It with You  (1938)  126 min   7.8            0   25,396           $4.66M
14                     Secrets & Lies  (1996)  136 min   8.0   91           42,449          $13.42M
15                        City Lights  (1931)   87 min   8.5   99          180,809           $0.02M
16                              Ikiru  (1952)  143 min   8.3   91           76,307           $0.06M
17                           Amarcord  (1973)  123 min   7.9            0   42,950           $0.58M
18                  Wild Strawberries  (1957)   91 min   8.2   88          105,164             #187
19           Dragon Ball Super: Broly  (2018)  100 min   7.8   59           25,984          $30.71M
20        The Cabinet of Dr. Caligari  (1920)   67 min   8.0            0   62,252                -
21       The Adventures of Robin Hood  (1938)  102 min   7.9   97           50,422           $3.98M
22                          Andhadhun  (2018)  139 min   8.2            0   88,576           $1.37M
23                    Song of the Sea  (2014)   93 min   8.1   85           57,081           $0.86M
24     Invasion of the Body Snatchers  (1956)   80 min   7.7   92           48,713                -
25                     Night on Earth  (1991)  129 min   7.7   68           59,540           $2.02M
26           Kind Hearts and Coronets  (1949)  106 min   8.0            0   36,857                -
27              When Marnie Was There  (2014)  103 min   7.7   72           38,787           $0.77M
28                            Control  (2007)  122 min   7.7   78           64,559           $0.87M
29                  Three Colors: Red  (1994)   99 min   8.1  100          101,102           $4.04M
30          The Bride of Frankenstein  (1935)   75 min   7.8   95           47,307           $4.36M
31                              Laura  (1944)   88 min   7.9            0   46,579           $4.36M
32                        The Message  (1976)  177 min   8.1            0   46,746                -
33                        Elite Squad  (2007)  115 min   8.0   33          102,575           $0.01M
34       M.S. Dhoni: The Untold Story  (2016)  184 min   8.1            0   52,751           $1.78M
35                       The Thin Man  (1934)   91 min   7.9   86           29,109                -
36             Hannah and Her Sisters  (1986)  107 min   7.9   90           70,687          $40.08M
37       The Double Life of Véronique  (1991)   98 min   7.7   86           47,466           $2.00M
38                       The 39 Steps  (1935)   86 min   7.6   93           56,104                -
39                      The Vanishing  (1988)  107 min   7.7            0   38,022                -
40                 The Asphalt Jungle  (1950)  112 min   7.8   85           26,370                -
41                     The Conformist  (1970)  113 min   7.9  100           29,767           $0.54M
42              Farewell My Concubine  (1993)  171 min   8.1   83           27,949           $5.22M
43                  The Little Prince  (2015)  108 min   7.7   70           61,001           $1.34M
44  The Diving Bell and the Butterfly  (2007)  112 min   8.0   92          106,933           $5.99M
45                  Shadow of a Doubt  (1943)  108 min   7.8   94           64,316                -
46                        Frost/Nixon  (2008)  122 min   7.7   80          107,165          $18.59M
47    The Tale of The Princess Kaguya  (2013)  137 min   8.0   89           44,767           $1.51M
48                          Cape Fear  (1962)  106 min   7.7   76           28,704                -
49                        Peeping Tom  (1960)  101 min   7.6            0   34,619           $0.08M                                 movie    year  timeMin  imdb    metascore    votes us_grossMillions
0                                Shine  (1996)  105 min   7.7   87           53,800          $35.81M
1                        The Sacrifice  (1986)  149 min   7.9            0   27,628           $0.30M
2                         Land of Mine  (2015)  100 min   7.8   75           40,146           $0.44M
3                             Super 30  (2019)  154 min   8.1            0   29,567           $2.27M
4                           Persepolis  (2007)   96 min   8.0   90           93,441           $4.45M
5                                   PK  (2014)  153 min   8.2            0  178,512          $10.62M
6                    The Lady Vanishes  (1938)   96 min   7.8   98           51,636                -
7                            Repulsion  (1965)  105 min   7.6   91           52,424                -
8                          The Leopard  (1963)  186 min   8.0  100           25,418                -
9                   To Be or Not to Be  (1942)   99 min   8.2   86           35,691             #235
10                    Inherit the Wind  (1960)  128 min   8.1   75           29,754                -
11                            Drishyam  (2015)  163 min   8.2            0   79,207           $0.74M
12          The Umbrellas of Cherbourg  (1964)   91 min   7.8   86           26,929           $0.03M
13               The Battle of Algiers  (1966)  121 min   8.1   96           58,743           $0.06M
14                         Tokyo Story  (1953)  136 min   8.2            0   59,973             #211
15                         The General  (1926)   67 min   8.2            0   89,436           $1.03M
16                         Hard Boiled  (1992)  128 min   7.8            0   49,742                -
17                           Gully Boy  (2019)  154 min   7.9   65           37,902           $5.57M
18                     I, Daniel Blake  (2016)  100 min   7.9   78           58,850           $0.26M
19                    Bringing Up Baby  (1938)  102 min   7.8   91           60,566                -
20                                Evil  (2003)  113 min   7.8   61           37,949           $0.02M
21  The Taking of Pelham One Two Three  (1974)  104 min   7.7   68           30,047           $2.49M
22                            Scarface  (1932)   93 min   7.7   87           27,520                -
23                Arsenic and Old Lace  (1943)  118 min   7.9            0   69,892                -
24              The Motorcycle Diaries  (2004)  126 min   7.8   75          100,376          $16.76M
25                       In Cold Blood  (1967)  134 min   7.9   89           26,266                -
26   Lagaan: Once Upon a Time in India  (2001)  224 min   8.1   84          111,684           $0.07M
27                     Taste of Cherry  (1997)   95 min   7.7   80           29,650           $0.31M
28                          Raatchasan  (2018)  170 min   8.4            0   38,702                -
29                         Underground  (1995)  167 min   8.1   79           57,865           $0.17M
30                           Kagemusha  (1980)  162 min   7.9   84           35,147                -
31           Aguirre, the Wrath of God  (1972)   95 min   7.9            0   56,181                -
32              Sweet Smell of Success  (1957)   96 min   8.0  100           31,223                -
33                       The Red Shoes  (1948)  135 min   8.1            0   34,230          $10.90M
34                     Brief Encounter  (1945)   86 min   8.0   92           39,441                -
35                       Wolf Children  (2012)  117 min   8.1   71           43,582                -
36                          Departures  (2008)  130 min   8.0   68           51,471           $1.50M
37                              Sleuth  (1972)  138 min   8.0            0   47,209           $4.08M
38                    The Caine Mutiny  (1954)  124 min   7.7   63           27,282          $21.75M
39                     Wait Until Dark  (1967)  108 min   7.7   81           30,113          $17.55M
40                            The Road  (1954)  108 min   8.0            0   62,282                -
41           Ayla: The Daughter of War  (2017)  125 min   8.5            0   38,678                -
42            Zindagi Na Milegi Dobara  (2011)  155 min   8.2            0   75,495           $3.11M
43                    Tokyo Godfathers  (2003)   92 min   7.8   73           38,452           $0.13M
44                   The Wages of Fear  (1953)  131 min   8.2   85           59,771             #195
45                      The Experiment  (2001)  120 min   7.7   60           93,297           $0.14M
46                     His Girl Friday  (1940)   92 min   7.9            0   57,667           $0.30M
47                             The Kid  (1921)   68 min   8.3            0  123,954           $5.45M
48                  Sullivan's Travels  (1941)   90 min   7.9            0   25,976                -
49            Uri: The Surgical Strike  (2019)  138 min   8.4            0   57,932           $4.19M                                         movie        year  timeMin  imdb   metascore    votes us_grossMillions
0                                Kal Ho Naa Ho      (2003)  186 min   8.0  54           67,857           $1.79M
1                                The Innocents      (1961)  100 min   7.8  88           29,801           $2.62M
2                      Cowboy Bebop: The Movie      (2001)  115 min   7.8  61           47,597           $1.00M
3                              My Name Is Khan      (2010)  165 min   8.0  50          105,000           $4.02M
4                                 Ninja Scroll      (1993)   94 min   7.8           0   36,852                -
5                                    A Prophet      (2009)  155 min   7.8  90           97,699           $2.08M
6                                   The Chorus      (2004)   97 min   7.9  56           61,106           $3.64M
7                         To Have and Have Not      (1944)  100 min   7.8  90           34,056                -
8                              Soorarai Pottru      (2020)  153 min   9.3           0  109,167                -
9                              Ace in the Hole      (1951)  111 min   8.1  72           35,184           $3.97M
10                               No Man's Land  (I) (2001)   98 min   7.9  84           46,711           $1.06M
11                4 Months, 3 Weeks and 2 Days      (2007)  113 min   7.9  97           59,456           $1.19M
12                                     Sunrise      (1927)   94 min   8.1           0   50,470           $0.54M
13                                     Head-On      (2004)  121 min   7.9  78           53,747                -
14                           In a Lonely Place      (1950)   94 min   7.9           0   30,761                -
15                                   Red River      (1948)  133 min   7.8           0   30,736                -
16                                  Badhaai Ho      (2018)  124 min   8.0           0   33,279                -
17                               Adam's Apples      (2005)   94 min   7.7  51           49,947           $0.00M
18                           Nights of Cabiria      (1957)  110 min   8.1           0   48,079           $0.75M
19                             Throne of Blood      (1957)  110 min   8.1           0   51,176                -
20                         Battleship Potemkin      (1925)   66 min   8.0  97           56,841           $0.05M
21                                      3-Iron      (2004)   88 min   7.9  72           54,366           $0.24M
22                         Eyes Without a Face      (1960)   90 min   7.6  90           30,851           $0.05M
23                               Autumn Sonata      (1978)   99 min   8.1           0   33,460                -
24                           The Invisible Man      (1933)   71 min   7.7  87           34,170                -
25                                Fitzcarraldo      (1982)  158 min   8.0           0   34,308                -
26                                   Key Largo      (1948)  100 min   7.8           0   40,165                -
27                              The Odd Couple      (1968)  105 min   7.7  86           34,423          $44.53M
28                             Pather Panchali      (1955)  125 min   8.3           0   31,070           $0.54M
29                                  Diabolique      (1955)  117 min   8.1           0   65,052           $1.09M
30                                 The Postman      (1994)  108 min   7.8  81           35,995          $21.85M
31                                 Down by Law      (1986)  107 min   7.7  75           50,948           $1.44M
32                                The Lunchbox      (2013)  104 min   7.8  76           55,012           $4.23M
33                                  Article 15      (2019)  130 min   8.2           0   32,109                -
34                         Three Colors: White      (1994)   92 min   7.6  88           71,838           $1.46M
35                                      Haider      (2014)  160 min   8.1           0   54,238           $0.90M
36                           Goodbye, Children      (1987)  104 min   8.0  88           33,368           $4.54M
37  Spring, Summer, Fall, Winter... and Spring      (2003)  103 min   8.0  85           81,918           $2.38M
38                                Vikram Vedha      (2017)  147 min   8.4           0   36,531                -
39                         The Hidden Fortress      (1958)  126 min   8.1  89           38,290                -
40             The Girl Who Leapt Through Time      (2006)   98 min   7.7           0   64,897                -
41                                  In America      (2002)  105 min   7.7  76           42,867          $15.54M
42                  The Passion of Joan of Arc      (1928)  114 min   8.2           0   53,218           $0.02M
43                     The Exterminating Angel      (1962)   95 min   8.0           0   32,643                -
44                            Ivan's Childhood      (1962)   95 min   8.0           0   35,666                -
45                  The Triplets of Belleville      (2003)   80 min   7.8  91           53,990           $7.00M
46                        Black Cat, White Cat      (1998)  127 min   8.0  73           53,208           $0.35M
47                 The Broken Circle Breakdown      (2012)  111 min   7.7  70           40,895           $0.18M
48                                Nobody Knows      (2004)  141 min   8.0  88           27,321           $0.68M
49                                 L'Avventura      (1960)  144 min   7.8           0   29,204                -                           movie    year  timeMin  imdb   metascore    votes us_grossMillions
0            Time of the Gypsies  (1988)  142 min   8.1           0   30,268           $0.28M
1               The Lost Weekend  (1945)  101 min   7.9           0   36,381           $9.46M
2              After the Wedding  (2006)  120 min   7.7  78           34,294           $0.41M
3         Miracle on 34th Street  (1947)   96 min   7.9  88           47,257           $2.65M
4             Millennium Actress  (2001)   87 min   7.8  70           27,018           $0.19M
5            Hiroshima Mon Amour  (1959)   90 min   7.9           0   31,289           $0.09M
6          The Magdalene Sisters  (2002)  114 min   7.7  83           27,054           $4.89M
7                   Winter Sleep  (2014)  196 min   8.1  88           50,902           $0.17M
8       The Purple Rose of Cairo  (1985)   82 min   7.7  75           50,988          $10.63M
9                     Nostalghia  (1983)  125 min   8.0           0   26,400           $0.01M
10                        Swades  (2004)  189 min   8.2           0   88,914           $1.22M
11                   Confessions  (2010)  106 min   7.7           0   38,423                -
12                Darbareye Elly  (2009)  119 min   8.0  87           52,598           $0.11M
13                        Dreams  (1990)  119 min   7.7           0   26,008           $1.96M
14                    The Return  (2003)  110 min   7.9  82           45,077           $0.50M
15                  The Big Heat  (1953)   89 min   7.9           0   26,313                -
16       Crimes and Misdemeanors  (1989)  104 min   7.8  77           57,451          $18.25M
17                 The Gold Rush  (1925)   95 min   8.2           0  109,265           $5.45M
18                 Jules and Jim  (1962)  105 min   7.7  97           40,758                -
19                    White Heat  (1949)  114 min   8.1           0   32,296                -
20                  Sherlock Jr.  (1924)   45 min   8.2           0   48,160           $0.98M
21                  Vivre Sa Vie  (1962)   85 min   7.9           0   31,019                -
22          My Father and My Son  (2005)  112 min   8.3           0   85,255             #230
23                     Celda 211  (2009)  113 min   7.6           0   66,944                -
24                 My Sassy Girl  (2001)  137 min   8.0           0   47,639                -
25                    The Killer  (1989)  111 min   7.8  82           47,862                -
26                    C.R.A.Z.Y.  (2005)  129 min   7.9  81           32,668                -
27                    Tangerines  (2013)   87 min   8.1  73           45,560           $0.14M
28                      G.O.R.A.  (2003)  127 min   8.1           0   61,602                -
29           Joint Security Area  (2000)  110 min   7.8  58           29,387                -
30                        Talvar  (2015)  132 min   8.1           0   34,534           $0.34M
31                     Duck Soup  (1933)   69 min   7.8  93           59,556                -
32                      The Past  (2013)  130 min   7.7  85           48,362           $1.33M
33         Raise the Red Lantern  (1991)  125 min   8.1           0   32,058           $2.60M
34                        Masaan  (2015)  109 min   8.1           0   27,308                -
35                   Nine Queens  (2000)  114 min   7.9  80           52,298           $1.22M
36                Dil Chahta Hai  (2001)  183 min   8.1           0   71,002           $0.30M
37          Beauty and the Beast  (1946)   93 min   7.9  92           26,146           $0.30M
38             Bajrangi Bhaijaan  (2015)  163 min   8.1           0   84,468           $8.18M
39                        Rififi  (1955)  118 min   8.2  97           33,528           $0.06M
40            The Grand Illusion  (1937)  113 min   8.1           0   36,115           $0.17M
41                        Barfi!  (2012)  151 min   8.2           0   80,474           $2.80M
42                    Vera Drake  (2004)  125 min   7.7  83           25,285           $3.75M
43                    The Circus  (1928)   72 min   8.1  90           33,185                -
44                    Chhichhore  (2019)  143 min   8.5           0   49,233           $0.90M
45  Once Upon a Time in Anatolia  (2011)  157 min   7.9  82           45,700           $0.14M
46                   A Wednesday  (2008)  104 min   8.1           0   77,796                -
47              Le Dîner de Cons  (1998)   80 min   7.6  73           40,987           $4.07M
48    The Shop Around the Corner  (1940)   99 min   8.1  96           32,295           $0.20M
49                     Fireworks  (1997)  103 min   7.7           0   30,149           $0.23M                                 movie          year  timeMin  imdb   metascore    votes us_grossMillions
0                     Jean de Florette        (1986)  120 min   8.1           0   25,507           $4.94M
1          Dilwale Dulhania Le Jayenge        (1995)  181 min   8.1           0   68,028                -
2                                 Pink  (III) (2016)  136 min   8.1           0   44,015           $1.24M
3                      Color It Yellow        (2006)  167 min   8.1           0  117,942           $2.20M
4                              Sanjuro        (1962)   96 min   8.0           0   37,571                -
5                       Love and Death        (1975)   85 min   7.7  89           38,132                -
6                      Central Station        (1998)  110 min   8.0  80           39,073           $5.60M
7                                 Baby    (I) (2015)  159 min   8.1           0   56,813                -
8                          Joyeux Noel        (2005)  116 min   7.7  70           29,588           $1.05M
9                          Udta Punjab        (2016)  148 min   7.8           0   29,875                -
10     Elite Squad 2: The Enemy Within        (2010)  115 min   8.0  71           82,264           $0.10M
11                     Rome, Open City        (1945)  103 min   8.0           0   26,007                -
12                         Dil Bechara        (2020)  101 min   8.1           0  128,103                -
13          The Muppet Christmas Carol        (1992)   85 min   7.7  64           57,370          $27.28M
14               The Rules of the Game        (1939)  110 min   7.9           0   28,604                -
15                               Udaan        (2010)  134 min   8.1           0   44,605           $0.01M
16           Knockin' on Heaven's Door        (1997)   87 min   7.9           0   29,856           $0.00M
17                          The Bandit        (1996)  128 min   8.2           0   69,417                -
18                     Andaz Apna Apna        (1994)  160 min   8.1           0   52,715                -
19  Tae Guk Gi: The Brotherhood of War        (2004)  140 min   8.0  64           39,410           $1.11M
20                                  96   (II) (2018)  158 min   8.6           0   28,248                -
21                            Drishyam        (2013)  160 min   8.3           0   40,167                -
22                               Zelig        (1983)   79 min   7.7           0   41,748          $11.80M
23                  The Edge of Heaven        (2007)  122 min   7.8  85           31,909           $0.74M
24                A Night at the Opera        (1935)   96 min   7.8           0   32,544           $2.54M
25                         Vicky Donor        (2012)  126 min   7.8           0   42,647           $0.17M
26                    Paan Singh Tomar        (2012)  135 min   8.2           0   35,820           $0.04M
27                             Airlift        (2016)  130 min   8.1           0   56,276                -
28                               Dev.D        (2009)  144 min   8.0           0   30,353           $0.01M
29                              Sholay        (1975)  162 min   8.1           0   54,864                -
30                          Drishyam 2        (2021)  152 min   8.6           0   34,411                -
31                              Asuran        (2019)  141 min   8.6           0   25,890                -
32                 Munna Bhai M.B.B.S.        (2003)  156 min   8.1           0   79,962                -
33                          Veer Zaara        (2004)  192 min   7.9  67           52,127           $2.92M
34                     Let's Go! India        (2007)  153 min   8.2  68           78,908           $1.11M
35                     OMG: Oh My God!        (2012)  125 min   8.2           0   57,204           $0.92M
36                        Hindi Medium        (2017)  132 min   7.9           0   27,762                -
37                          Hera Pheri        (2000)  156 min   8.1           0   64,781                -
38                          Jab We Met        (2007)  138 min   7.9           0   51,743           $0.41M
39                  Bhaag Milkha Bhaag        (2013)  186 min   8.3           0   66,568           $1.63M
40                               Queen        (2013)  146 min   8.2           0   64,875           $1.43M
41                          Special 26        (2013)  144 min   8.1           0   55,324           $1.08M
42                           Vizontele        (2001)  110 min   8.0           0   36,188                -
43                             Kahaani        (2012)  122 min   8.1           0   62,096           $1.04M
44                    English Vinglish        (2012)  134 min   7.9           0   35,782           $1.67M
45                          The Breath        (2009)  128 min   8.1           0   33,400                -
46                               Black        (2005)  122 min   8.2           0   34,684           $0.73M
47                Carry On, Munna Bhai        (2006)  144 min   8.1           0   46,288           $2.22M
48                           Sarfarosh        (1999)  174 min   8.1           0   25,402                -
49                               Anand        (1971)  122 min   8.1           0   33,412                -
